about_link,thumb_link,year_end,year_begin,title,format,source,subject 1,subject 2,subject 3,subject 4,subject 5,subject 6,subject 7,subject 8,relation,location 1,location 2,location 3,location 4,location 5,identifier,rights,publisher,type,creator 1,creator 2,language,description,contributor 1,contributor 2,contributor 3
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1796,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1796,,1866,"Hough House
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
","Architecture
",,,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 34_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 9, September 1866; North-east quarter of the Stock Yard grounds",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1797,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1797,,1866,"View from Lake View House
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
",Architecture,"Parks
",,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 12_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 3,  March 1866",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1798,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1798,1927,1920,"Studio Players in ""Diff ' rent""
","
Playbills; Printed ephemera
tiff","
",Little theater movement,"Theaters
",,,,,,,"Programs, bulletins, theatre bills, etc. of the little theater activities in Chicago during 1920-27

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case folio V 1963 .716

case_v_1963_716_07_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,Studio Players,,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1799,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1799,,1893,"Rand McNally & Co.'s New indexed miniature guide map of the World's Columbian Exposition at Chicago, 1893
","1 map; 25 x 34 cm
Maps
tiff","Chicago: Rand McNally and Company
","World's Columbian Exposition
",,,,,,,,"

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"map1F G4104.C6:2W6 1893 .R3a

map1f_g4104_c6_2w6a3_1893_r3a_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,Rand McNally and Company,,,Shows area bounded by 55th St. to 67th St. and Cottage Grove Ave. to Lake Michigan,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1800,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1800,,1866,"Col. Wood's Museum
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
","Architecture
",,,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 18_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 5, May 1866; North side of Randolph street from Clark to State street",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1801,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1801,,1866,"Michigan Avenue from Park Row
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
",Architecture,"Parks
",,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 08_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 2, February 1866",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1802,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1802,,1912,"The gospel of beauty: being the new ""creed of a beggar""
","1 sheet ([1] p.); 19 x 23 cm
Broadsides; Printed ephemera
tiff","
","
",,,,,,,,"

Chicago and the Midwest (Newberry Library)","Illinois--Springfield
",,,,,"Case folio PS3523.I58 G67 1912 copy 1

case_ps_3523_i58_g67_1912_copy_1 _o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,"Lindsay, Vachel, 1879-1931",,English,1 sheet ([1] p.) ; 19 x 23 cm.,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1803,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1803,,1866,"Rush Street Bridge from State Steet
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
",Architecture,"Bridges
",,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 07_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 2, February 1866",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1804,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1804,,1866,"Soldier's Home
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
","Architecture
",,,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 31_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 8, August 1866",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1805,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1805,,1858,"Plan shewing sewers laid under the Chicago Sewerage Commissioners to the end of 1857
","1 map; 21 x 30 cm
Maps
tiff","Chicago: J. Gemmell, lith.
","Sewerage
",,,,,,,,"

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Fitzgerald map1F G4104.C6N46 1857

fitzgerald_map1f_g4104_c6n46_1857_c4_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,Chicago (Ill.). Board of Sewerage Commissioners,,English,"Shows limit of work under estimates.; detached from Chicago sewerage : report of the results of examinations made in relation to sewerage in several European cities [signed E.S. Chesbrough] (Chicago : The Board, 1858)","Gemmell, John",,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1806,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1806,,1871,"Lines written on the most dreadful fire that broke out in Chicago in America
","1 broadside; 28 cm x 11 cm
Broadsides; Poetry; Printed ephemera
tiff","
","Fires
",,,,,,,,"

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case Broadside 19

case_broadside_19_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image; Text,"Cronan, Jeramiah",,English,Vignette at head of title; Eight stanza poem with small religious woodcut at head.; Bookseller's note: Atrociously printed.,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1807,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1807,,1852,"Map of Illinois
","1 map; 21 x 12 cm
Maps
tiff","Chicago: Published by Rufus Blanchard
","
",,,,,,,,"

Chicago and the Midwest (Newberry Library)","Illinois
",,,,,"map1F G4100 1852 .B6

map1f_g4102_1852_b6_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org
","Newberry Library
",Still image,"Blanchard, Rufus, 1821-1904
",,English,"Printed on cover of four page lettersheet; remaining pages blank.
","Mendel, Edward, 1827-1884
",,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1808,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1808,1927,1920,"Graeme Players in ""Mid-Channel""
","
Playbills; Printed ephemera
tiff","
",Little theater movement,"Theaters
",,,,,,,"Programs, bulletins, theatre bills, etc. of the little theater activities in Chicago during 1920-27

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case folio V 1963 .716

case_v_1963_716_40_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,Sigrid Graeme Drama Club,,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1809,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1809,,1913,"The Sanitary District of Chicago and other Municipal Limits
","
Maps
tiff","Chicago: Clohesey printers
",Sanitary districts,Sanitary districts--planning,Canals,"Lakes
",,,,,"The diversion of the waters of the Great Lakes by way of the Sanitary and ship canal of Chicago. A brief of the facts and issues

Chicago and the Midwest (Newberry Library)",Illinois--Chicago,Illinois--Chicago Sanitary and Ship Canal,Illinois--Metropolitan Sanitary District of Greater Chicago,"Illinois--Chicago Sanitary District
",,"H 69 .194

h69_194map_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Cooley, Lyman Edgar, 1850-1917",,English,"Opposite page 6, fold-out map","Parry, Thos. F.",,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1810,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1810,,1897,"South Halsted Street Viaduct over the tracks on the Union Stock Yards and Transit Company
","1 map; 19 x 36 cm   2 halftone photographs of bridge
Photographs
tiff","Chicago: Bureau of Engineering
",Viaducts,Union Stock Yard & Transit Company of Chicago,"Railroads
",,,,,,"Plan of south Halsted St. Viaduct over the tracks of the Union Stock Yards and Transit Cos. R.R, 1896
Chicago Region Map Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"map1F G4104 .C6P24 1896 C6, no. 1

map1f_g4104_c6p24_1896_c6_no_1_02_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,Chicago (Ill.). Bureau of Engineering,,English,"Detached from Chicago (Ill.). Dept. of Public Works, Twenty-first annual report (Chicago, 1897), p. 105.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1811,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1811,,1835,"Illinois & Missouri
","1 map: hand colored; 25 x 19 cm
Maps
tiff","New York
","
",,,,,,,,"
Hermon Dunlap Smith Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)",Illinois,"Missouri
",,,,"map1F G4100 1835 .B7, copy 2

map1f_4100_1835_b7_copy_2_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Bradford, T. G. (Thomas Gamaliel), 1802-1887",,English,"Detached from Bradford's Comprehensive atlas (New York, 1835), pl. 49.",G.W. Boynton & Co,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1812,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1812,,1866,"Great Central Depot Grounds with Entrance to Harbor
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
",Architecture,"Boats and boating
",,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 03_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 1, January 1866; Adams Street and Michigan Avenue",,,
